assessmentId,internalTaxonId,redlistCategory,redlistCriteria,yearPublished,assessmentDate,criteriaVersion,language,habitat,population,populationTrend,range,useTrade,systems,conservationActions,realm,yearLastSeen,possiblyExtinct,possiblyExtinctInTheWild,scopes
21460409,19199900,Data Deficient,,2013,2013-02-21 00:00:00 UTC,3.1,English,"There is no information about the habitat of this species. This bee is a brood parasite of another bee species, but nothing is known about the host.","<p>The population of this species is probably small, since there are so few specimens known. From the little known information, it would appear that the sub-populations are severely fragmented, allowing no genetic exchange or rescue effect. There is no information available on the population trend of this species.</p>",Unknown,"This species is endemic to Europe, it is known from six localities in Spain and one in Greece. The extent of occurrence (EOO) is 553,908 km<sup>2</sup> and the area of occupancy (AOO) is 24 km<sup>2</sup>.",This species is not traded or exploited commercially.,Terrestrial,"<p></p><p>This species is not listed in any National Red List or Red Data Book, and despite its general scarcity, the species is not subject to any targeted conservation action.</p>  <p>Further research is required to establish the current status of the species throughout its range and to identify the existing threats, trends and ecology.</p><p></p><p>It is not known if the species is present in any protected areas.</p><p></p>",Palearctic,,false,false,Global & Europe
21460415,19199100,Near Threatened,,2013,2013-07-10 00:00:00 UTC,3.1,English,"<p>The habitats of this species are extensively used grasslands, grasslands, dikes along rivers and calcareous grasslands (Westrich 1989, Peeters <span style=""font-style: italic;"">et al. </span>2012)<em>. Nomada armata</em> is a brood parasite and the host is <em>Andrena hattorfiana</em>. The host flies especially on <em>Knautia</em> <em>arvensis</em> and <em>Scabiosa columbaria</em>. The species is univoltine: the generation length of this species is one year (it is active from mid May until the end of July).  </p><p><br/></p>","<p>The species is rare and the population trend of the species is decreasing. This species is in significant decline inferred by the degradation of the habitat, though the decline is probably less than 30% in the past ten years (J. Smit pers. comm.&#160;<span style=""font-style: italic;""></span>2013).<br/></p>",Decreasing,"<em>Nomada armata</em> is endemic to Europe. It is widely distributed across Europe, but it is rare everywhere. The extent of occurrence (EOO) is 5,114,703 km<sup>2</sup> and the area of occupancy (AOO) is 696 km<sup>2</sup>.",This species is not traded or exploited commercially.,Terrestrial,"<p>This species is included in the National Red Lists or Red Data Books of the following eight European countries / regions: Finland (Endangered; Rassi <span style=""font-style: italic;"">et al.</span> 2010); Germany (Endangered;&#160;Westrich&#160;<span style=""font-style: italic;"">et al.&#160;</span>2011); Netherlands (Endangered;&#160;Peeters and Reemer 2003); Norway (Regionally Extinct;&#160;Kålås<span style=""font-style: italic;"">&#160;et al.&#160;</span>2010); Slovenia (Endangered; Anonymous 2002); Sweden (Endangered;&#160;Gärdenfors&#160;2010); Switzerland (Vulnerable;&#160;Amiet 1994); Great Britain (Endangered; Shirt 1987).&#160;&#160;</p><p>The species is present in protected areas.</p><p>Conservation actions are needed to protect the areas where the species occurs.</p>",Palearctic,,false,false,Global & Europe
21460421,19199559,Data Deficient,,2013,2013-02-21 00:00:00 UTC,3.1,English,"<p>The   species is a brood parasite of other bees, nothing is known about the host,   or about the habitat of this species.</p>",<p>The population size and trend of this species is not known. Only few specimens have been collected.</p>,Unknown,"<span style=""font-style: italic;"">Nomada arrogans</span> is endemic to Europe, it is known from five localities: three in Greece (Peloponnese), one in Romania and one in Ukraine. The extent of occurrence (EOO) is 117,792 km<sup>2</sup> and the area of occupancy (AOO) is 20 km<sup>2</sup>.",This species is not traded or exploited commercially.,Terrestrial,"<p></p><p>This species is not listed in any National Red List or Red Data Book, and despite its general scarcity, the species is not subject to any targeted conservation action. It is not known if the species is present in any protected areas.</p><p>There is more research needed for the habitat, biology, trends and possible threats of this species.</p><p></p>",Palearctic,,false,false,Global & Europe
21460427,19199092,Least Concern,,2013,2013-02-21 00:00:00 UTC,3.1,English,"The species occurs in grasslands with many flowers of&#160;<em>Veronica chamaedrys.</em><em> Nomada atroscutellaris</em> is a brood parasite, the host is probably <em>Andrena vridescens.</em> This host collects especially pollen from <em>Veronica chamaedrys</em>, <em>Nomada atroscutellaris</em> also often flies on this plant. The species is univoltine (it has one generation per year) and flies from the beginning of May to the end of June (Celary 1995).<em></em>","The species is rare, there are only a few records from most countries. There is no information available on the population trend of this species.",Unknown,"<em>Nomada atroscutellaris</em> is endemic to Europe, it is distributed across central and eastern Europe. The extent of occurrence (EOO) is 1,860,136 km<sup>2</sup> and the area of occupancy (AOO) is 220 km<sup>2</sup>.",This species is not traded or exploited commercially.,Terrestrial,"<p>This species is included in the National Red Lists or Red Data Books of the following three European countries: Switzerland (Vulnerable;&#160;Amiet 1994); Czech Republic (Critically Endangered; Farkac&#160;<span style=""font-style: italic;"">et al.</span>&#160;2005); Germany (Near Threatened;&#160;Westrich&#160;<span style=""font-style: italic;"">et al</span>.&#160;2011).</p><p></p><p>It is not known if the species is present in any protected areas.</p><p>Further research is needed to determine the overall population size, and to identify population trends and any existing threats.</p><p></p>",Palearctic,,false,false,Global & Europe
21460442,19199440,Near Threatened,,2013,2013-04-01 00:00:00 UTC,3.1,English,"<p><em>Nomada baccata</em> is a brood parasite of the bee <em>Andrena argentata</em>, this host nests in open sandy areas, with a loose, uncompacted substrate. It is a univoltine species (it has one generation per year) flying from mid or late July to the end of August or early September.</p><p>It occurs in inland heathland, especially on the sandy areas and in dunes.</p>","<p>Populations of <em>Nomada baccata</em> are small in the countries where it occurs, it is a rare species. In many countries there are strong population declines (Rassi <span style=""font-style: italic;"">et al. </span>2010, Gärdenfors 2010, Westrich <span style=""font-style: italic;"">et al. </span>2011, Peeters <span style=""font-style: italic;"">et al.</span> 2012).</p>",Decreasing,"<p>This species is endemic to Europe, it is distributed across central and northern Europe. The extent of occurrence (EOO) is 2,005,843 km<sup>2</sup> and the area of occupancy (AOO) is 280 km<sup>2</sup>. <br/></p>",This species is not traded or exploited commercially.,Terrestrial,"<p>This species is included in the National Red Lists or Red Data Books of the following three European countries: Finland (Vulnerable; Rass<span style=""font-style: italic;"">i et al. </span>2010); Germany (Endangered;&#160;Westrich&#160;<span style=""font-style: italic;"">et al.</span>&#160;2011); Sweden (Endangered; Gärdenfors 2010).</p>  <p>The species occurs in non-protected areas and in protected areas.</p><p>More research is needed to identify the threats and the population trend of this species.</p>",Palearctic,,false,false,Global & Europe
21460455,19198511,Data Deficient,,2013,2013-07-11 00:00:00 UTC,3.1,English,<p>There is no information available for this species.</p>,"<p>Probably the populations are small, because not many specimens have been collected. There is no information available on the population trend of this species.</p>",Unknown,"<p><em>Nomada barcelonensis</em> is endemic to Spain and it is known from five localities. The extent of occurrence (EOO) is 48,882 km<sup>2</sup> and the area of occupancy (AOO) is 20 km<sup>2</sup>.<br/></p>",This species is not traded or exploited commercially.,Terrestrial,"<p></p><p>This species is not listed in any National Red List or Red Data Book, and despite its general scarcity, the species is not subject to any targeted conservation action. Further research is required to establish the current status of the species throughout its range and to identify the existing threats. It is not known if the species is present in any protected areas.</p>  <p>&#160;</p>",Palearctic,,false,false,Global & Europe
21460589,19199394,Least Concern,,2013,2013-07-11 00:00:00 UTC,3.1,English,"<p>The habitat is verges of unpaved roads, dry open grasslands (J. Smit pers. obs. 2013). <em>Nomada bluethgeni</em> is a brood parasite of other bees and&#160;<em>Lasioglossum marginellum</em> is probably one of the hosts (Stoeckhert 1943). The species is bivoltine (it has two generations per year); the first generation flies in May, and the summer generation in July and August.</p>",<p>It seems that at least in southern Europe the populations are stable.</p>,Stable,"<p>This species is endemic to Europe, it occurs in central, eastern and southern Europe. The extent of occurrence (EOO) is 2,382,524 km<sup>2</sup> and the area of occupancy (AOO) is 246 km<sup>2</sup>. <br/></p>",This species is not traded or exploited commercially.,Terrestrial,"<p>This species is included in the National Red Lists or Red Data Books of the following three European countries: Czech Republic (Critically Endangered; Farkac&#160;<span style=""font-style: italic;"">et al.&#160;</span>2005); Germany (Regionally Extinct;&#160;Westrich&#160;<span style=""font-style: italic;"">et al.</span>&#160;2011); Slovenia (Endangered; Anonymous 2002). </p>  <p>It is not known if the species is present in any protected areas.</p>  <p>More research is needed on the biology, trends and possible&#160;threats of the species.</p>  <p><a name=""OLE_LINK4""></a><br/></p>",Palearctic,,false,false,Global & Europe
21460596,19199422,Data Deficient,,2013,2013-07-11 00:00:00 UTC,3.1,English,"<p><span style=""font-style: italic;"">Nomada bolivari</span> is a brood parasite of other bees. Nothing is known about the host, or the habitat.</p>",<p>There is no information available on the population abundance of this species. The species has not been found since 1913.</p>,Unknown,"<p><span style=""font-style: italic;"">Nomada bolivari</span> is endemic to Spain, there are only two males known from Madrid. </p>",This species is not traded or exploited commercially.,Terrestrial,"<p>Despite its general scarcity, the species is not subject to any targeted conservation action. Further research is required to establish the current status of the species throughout its range,the habitat and ecological requirements and to identify the existing threats.</p>  <p>It is not known if the species is present in any protected areas. There is more research needed to determine if the species still exists or if it is extinct.</p>  <p><br/></p>",Palearctic,,false,false,Global & Europe
21460655,19199213,Least Concern,,2013,2013-07-12 00:00:00 UTC,3.1,English,"<p>This species is a brood parasite of other bees, possibly <span style=""font-style: italic;"">Andrena impunctata</span> is a host (Kocourek 1966). This host lives in steppes and in sunny edges of ditches along roads (Kocourek 1966).</p>","<p>The species is, at least, abundant in Italy. The population trend is unknown.<br/></p>",Unknown,"<p>The species&#160;is an endemic of southern Europe. The extent of occurrence (EOO) is 1,150,585 km<sup>2</sup> and the area of occupancy (AOO) is 216 km<sup>2</sup>.<br/></p>",This species is not traded or exploited commercially.,Terrestrial,"<p>This species is not listed in any National Red List or Red Data Book, and is not the subject of any targeted conservation action.</p>  <p>Further research is required to establish the current status of the species throughout its range, its biology, and to identify the possible threats.</p>  <p>It is not known if it occurs in protected areas.</p><p><br/></p>",Palearctic,,false,false,Global & Europe
21460679,19198699,Data Deficient,,2013,2013-07-12 00:00:00 UTC,3.1,English,"<p>This species is a brood parasite of other bees, nothing is known of the host or the habitat.</p>",<p>Populations are probably small but there is no information available on the population trend of this species.</p>,Unknown,"This species occurs in south and south-east Europe, it is probably endemic to Europe. The extent of occurrence (EOO) is 887,755 km<sup>2</sup> and the area of occupancy (AOO) is 76 km<sup>2</sup>.<br/><p></p>",This species is not traded or exploited commercially.,Terrestrial,"<p></p><p>This species is not listed in any National Red List or Red Data Book, and despite its general scarcity, the species is not subject to any targeted conservation action.</p>  <p>Further research is required to establish the current status of the species throughout its range, to investigate the biology, and to identify the existing threats. </p>  <p>It is not known if it occurs in protected areas.</p>",Palearctic,,false,false,Global & Europe
21460685,19199165,Least Concern,,2013,2013-07-12 00:00:00 UTC,3.1,English,"<p>The species inhabits rich flowering verges (J. Smit pers. obs. 2013). This species is a brood parasite of other bees, however, nothing is known about the host.&#160;</p>","<p>In Spain and southern France the species is rather abundant, from Portugal only few data&#160;are&#160;available. Overall the population trend is considered stable.<br/></p>",Stable,"<p>This species is an endemic of south-west Europe. The extent of occurrence (EOO) is 463,461 km<sup>2</sup> and the area of occupancy (AOO) is 180 km<sup>2</sup>.<br/></p>",This species is not traded or exploited commercially.,Terrestrial,"<p>This species is not listed in any National Red List or Red Data Book, and is not the subject of any targeted conservation action.</p>  <p>Further research is required on the biology, to establish the current status of the species throughout its range, and to identify the existing threats. </p>  <p>It not known if it occurs in protected areas.</p>",Palearctic,,false,false,Global & Europe
21460715,19199690,Data Deficient,,2013,2013-07-12 00:00:00 UTC,3.1,English,"<p>The species is a brood parasite of other bees, <span style=""font-style: italic;"">Andrena polemediana</span> is probably a host (Mavromoustakis 1958).&#160;</p><p>It is an univoltine species (it has one generation per year).&#160;</p><p>Nothing is known about the habitat.</p>","<p>The populations are probably small, there are only few data known from this species and no data since 1995.&#160;</p><p>There is no information available on the population trend of this species.</p>",Unknown,"<p>The species is endemic to Cyprus. The extent of occurrence (EOO) is 1,509 km<sup>2</sup> and the area of occupancy (AOO) is 20 km<sup>2</sup>.<br/></p>",This species is not traded or exploited commercially.,Terrestrial,"<p>This species is not listed in any National Red List or Red Data Book, and is not the subject of any targeted conservation action.</p>  <p>Further research is required to establish the current status of the species throughout its range, and to identify the existing threats. </p>  <p>It is not known if it occurs in protected areas.</p>",Palearctic,,false,false,Global & Europe
21460738,19198850,Least Concern,,2013,2013-07-17 00:00:00 UTC,3.1,English,"<p>The species is a brood parasite of other bees, <span style=""font-style: italic;"">Lasioglussum prasinum</span> is a host (Westrich 2007, Tischendorf 2008).&#160;</p><p>The species lives in habitats like verges and deserted quarries (J. Smit pers. obs. 2013).</p>",<p>The species seems to be rather abundant. The population seem to be rather stable.</p>,Stable,"<p>The species is an endemic of south-western Europe; it occurs in southern France, Portugal and Spain. Recently it has also been found at two localities in Germany. The extent of occurrence (EOO) is 923,224 km<sup>2</sup> and the area of occupancy (AOO) is 240 km<sup>2</sup>.<br/></p>",This species is not traded or exploited commercially.,Terrestrial,"<p>This species is included in the Red Data Books of Germany (Data Deficient;&#160;Westrich&#160;<span style=""font-style: italic;"">et al.</span>&#160;2011). Further research is needed to identify the threats affecting the species.<br/></p>  <p>It is not known if it occurs in protected areas.</p>",Palearctic,,false,false,Global & Europe
21460787,19198963,Near Threatened,,2013,2013-07-29 00:00:00 UTC,3.1,English,"<p>The species is a brood parasite of other bees, <span style=""font-style: italic;"">Andrena nitidiuscula </span>is a host (Enslin 1922, Stoeckhert 1933, Stoeckhert 1954), probably also <span style=""font-style: italic;"">Andrena pallitarsis</span> (Enslin 1922, Stoeckhert 1924, Schmiedeknecht 1930). The species is univoltine (it has one generation per year) and flies from early July to the beginning of August.</p>  <p>The species inhabits dry grasslands that are rich in wild flowers, as well as abandoned diggings and abandoned vineyards.</p>","<p>In most countries no specimens have been found in the last 25 years. In some countries there are no data from the last 15 years.</p><p>The species is in decline and it is considered probably extinct in the Netherlands (Peeters <span style=""font-style: italic;"">et al. </span>2012). In England it has not been found since 1982 in the only locality where it used to occur, despite several searches (www.bwars.com). In Germany it is also in decline and has probably vanished from some localities (Westrich 1989).&#160;</p>",Decreasing,"<p>The species occurs in western and central Europe and it is endemic to Europe. Considering old records (prior to 1988) and recent records from the last 25 years, the extent of occurrence (EOO) could range from 82,162 km<sup>2</sup> to 1,641,800 km<sup>2</sup> respectively, and the area of occupancy (AOO) could range from 36 km<sup>2</sup> to 168 km<sup>2</sup> respectively.</p>",This species is not traded or exploited commercially.,Terrestrial,"<p>This species is included in the National Red Lists or Red Data Books of the following seven European countries / regions: Switzerland (Endangered;&#160;Amiet 1994); Czech Republic (Critically Endangered; Farkac&#160;<span style=""font-style: italic;"">et al.&#160;</span>2005);&#160;Germany (Endangered;&#160;Westrich<span style=""font-style: italic;"">&#160;et al.&#160;</span>2011); Great Britain (Endangered; Shirt 1987); Slovenia (Endangered; Anonymous 2002); Poland (Vulnerable; Glowacinski and Nowacki 2009, Netherlands (Not Evaluated; Peeters and Reemer 2003).&#160;</p>  <p>The species does occur in protected areas.</p><p>Research is needed to confirm the occurrence of the species in the countries where it is considered possibly extinct and to find out what the population size and trend of this species are.<br/></p>",Palearctic,,false,false,Global & Europe
21460803,19199510,Least Concern,,2013,2013-07-29 00:00:00 UTC,3.1,English,"<p>The species is a brood parasite of other bees, <span style=""font-style: italic;"">Andrena bicolor</span> is a host (Schindler 2004), also <span style=""font-style: italic;"">Andrena chrysoceles</span> (Schindler 2008). Probably also <span style=""font-style: italic;"">Andrena angustior</span> (Perkins 1919, Tscharntke 1984) and<span style=""font-style: italic;""> Andrena allosa</span> (M. Schwarz pers. comm. 2013).</p>  <p><span style=""font-style: italic;"">Nomada fabriciana</span> is bivoltine (it has two generations per year). The spring brood flies from early March to the beginning of June, the summer one from June to mid August (the two broods may overlap). The second brood is considerably less plentiful than the first. In Ireland, Stelfox (1927) detected no evidence of a second brood.&#160;</p>  <p>The main host (<span style=""font-style: italic;"">Andrena bicolor)</span> lives in all kind of habitats: edges of forests, abandoned vineyards, verges, parks and gardens.</p>  <p>Possibly the male scent marks by putting pheromones on the edges of leaves of bushes (Smit 2005).</p>","<p>The species is very abundant all over the range, the populations are stable.</p>",Stable,"<p>The species occurs widely in western, southern and central Europe and it is endemic to Europe. The extent of occurrence (EOO) is 7,263,989 km<sup>2</sup> and the area of occupancy (AOO) is 8,500 km<sup>2</sup>.<br/></p>",This species is not traded or exploited commercially.,Terrestrial,<p>The species is not subject to any targeted conservation action. It occurs in protected areas.</p>,Palearctic,,false,false,Global & Europe
21461364,19199844,Least Concern,,2013,2013-07-31 00:00:00 UTC,3.1,English,"<p>The species is a brood parasite of other bees, and the only known host is <span style=""font-style: italic;"">Andrena praecox </span>(Alfken 1913, Perkins 1919, Stoeckhert 1933). </p>  <p>The host collects pollen only at <span style=""font-style: italic;"">Salix</span> species. The habitat is along rivers, dykes, abandoned diggings, waste land near water (Westrich 1989, J. Smit pers. obs. 2013).</p>  <p>The species is univoltine (it has one generation per year) and flies from March to May. <br/></p>","The populations of this species seem to be stable. In the Netherlands there is no negative trend in the last ten years (Peeters <span style=""font-style: italic;"">et al.</span> 2012).",Stable,"<p>The species is endemic to Europe, it occurs in north and central Europe. The extent of occurrence (EOO) is 5,165,497 km<sup>2</sup> and the area of occupancy (AOO) is 1,500 km<sup>2</sup>.<br/></p>",This species is not traded or exploited commercially.,Terrestrial,"<p>This species is included in the National Red Lists or Red Data Books of the following five European countries / regions: Switzerland (Critically Endangered;&#160;Amiet 1994); Czech Republic (Vulnerable; Farkac<span style=""font-style: italic;"">&#160;et al.&#160;</span>2005); Great Britain (Endangered; Shirt 1987); Netherlands (Vulnerable;&#160;Peeters and Reemer 2003); Sweden (Data Deficient;&#160;Gärdenfors&#160;2010).&#160;The Great Britain listing would be revised downwards possibly to Least Concern  (LC), as the bee is doing reasonably well at the moment, after a period  of extreme rarity (S. Roberts pers. comm. 2013). <br/></p>It occurs in protected areas.",Palearctic,,false,false,Global & Europe
21461370,19199584,Least Concern,,2013,2013-07-31 00:00:00 UTC,3.1,English,"<p>The species is a brood parasite of other bees, probable <em>Andrena nitida</em> and <em>A. carantonica</em> are hosts (Stoeckhert 1933, Westrich 1989) possibly also <em>Andrena nigroaenea</em> (Stoeckhert 1933, Westrich 1989).</p>  <p>The species occurs in all kind of habitats: rich flowering grasslands, verges, dykes, edges of woods, diggings, heathland, railway areas, parks, gardens (J. Smit pers. obs. 2013).</p>  <p><span style=""font-style: italic;"">Nomada flava</span> is univoltine (it has one generation per year) and flies in the spring; from late March to late June, rarely July.</p>",<p>The species is abundant and populations are stable.</p>,Stable,"<p>The species is a European endemic that occurs in north and central Europe. The extent of occurrence (EOO) is 4,718,651 km<sup>2</sup> and the area of occupancy (AOO) is 5,576 km<sup>2</sup>.<br/></p>",This species is not traded or exploited commercially.,Terrestrial,<p>This species is included in the National Red List of Sweden (Data Deficient;&#160;Gärdenfors&#160;2010).&#160;</p>  <p>It occurs in protected areas.</p>,Palearctic,,false,false,Global & Europe
21461701,19199445,Least Concern,,2013,2013-08-08 00:00:00 UTC,3.1,English,"<p>The species is a brood parasite of other bees, nothing is known of the host or the habitat.</p>",The species is rather abundant in Sweden and Finland and based on the number of species collected every year the populations seem to be rather stable (J. Smit pers. comm. 2013).,Stable,"<p>The species is endemic to northern Europe. The extent of occurrence (EOO) is 1,142,628 km<sup>2</sup> and the area of occupancy (AOO) is 392 km<sup>2</sup>.<br/></p>",This species is not traded or exploited commercially.,Terrestrial,"<p>The species is not subject to any targeted conservation action. It is not known if it occurs in protected areas. Further research is needed into the population size, habitat, ecological requirements and to identify any future threats.<br/></p>",Palearctic,,false,false,Global & Europe
21461760,19198654,Data Deficient,,2013,2013-08-08 00:00:00 UTC,3.1,English,"The species is a brood parasite of other bees, nothing is known about the host or the habitat.","<p>The species is very rare, populations are small but there is no information available on the population trend of this species (J. Smit pers. comm. 2013).</p>",Unknown,"<p>The species is endemic to Europe and it occurs in Switzerland and Italy. The extent of occurrence (EOO) is 55,052 km<sup>2</sup> and the area of occupancy (AOO) is 40 km<sup>2</sup>.<br/></p>",This species is not traded or exploited commercially.,Terrestrial,"<p>Despite its general scarcity, the species is not subject to any targeted conservation action.</p>  <p>Further research is required on the habitat and biology, to establish the current status of the species throughout its range and to identify the existing threats. </p>  <p>It is not known if it occurs in protected areas.</p>",Palearctic,,false,false,Global & Europe
21461772,19198560,Data Deficient,,2013,2013-09-06 00:00:00 UTC,3.1,English,"<p>The species is a brood parasite of other bees, nothing is known of the host. The type locality (Delphi) is characterised by phryganic Mediterranean shrublands.</p>",<p>The population is small but there is no information available on the population trend of this species.</p>,Unknown,<p>This species is endemic to mainland Greece and is known from only one locality.<br/></p>,This species is not traded or exploited commercially.,Terrestrial,"<p>The species is not subject to any targeted conservation action.    Further research is required into the population size and trend, the    habitat and ecological requirements of this species and to identify the    existing threats. </p>  <p>It is not known if it occurs in protected areas.</p>",Palearctic,,false,false,Global & Europe
21461824,19199437,Least Concern,,2013,2013-09-06 00:00:00 UTC,3.1,English,"<p>The species inhabits limestone grassland, dry open grassland, open shrubland and quarries (Westrich 1989, Edwards and Roy 2009). The species is a brood parasite of other bees, the host is <em>Andrena bucephala</em> (Schmiedeknecht 1930, Kocourek 1966, Perkins 1919). The species is univoltine (it has one generation per year) and flies in April and May.</p>",The species is rare and populations are small but there is no information available on the population trend of this species.,Unknown,"<p>This species is distributed in central, south-eastern Europe and the UK. It is endemic to Europe. The extent of occurrence (EOO) is 2,155,823 km<sup>2</sup> and the area of occupancy (AOO) is 484 km<sup>2</sup>.<br/></p>",This species is not traded or exploited commercially.,Terrestrial,"<p>This species is included in the National Red Lists or Red Data Books of the following four European countries / regions: Czech Republic (Vulnerable; Farkac&#160;<span style=""font-style: italic;"">et al.</span>&#160;2005); Germany (Vulnerable;&#160;Westrich<span style=""font-style: italic;"">&#160;et al.&#160;</span>2011); Great Britain (Vulnerable; Shirt 1987); Slovenia (Endangered;&#160;Anonymous 2002). The species does occur in protected areas. Further research is needed into the population size and trend and the threats to this species.<br/></p>",Palearctic,,false,false,Global & Europe
21461830,19198555,Data Deficient,,2014,2013-11-22 00:00:00 UTC,3.1,English,"<p>The species is a brood parasite of other bees, but nothing is known about the host or the habitat.</p>",Populations are small but there is no information available on the trend of this species.,Unknown,"<p>The species is endemic to south-west Europe, it occurs in Portugal and Spain and in the Pyrenees of France. The extent of occurrence (EOO) is 408,483 km<sup>2</sup> and the area of occupancy (AOO) is 88<sup>2</sup> km.<br/></p>",This species is not traded or exploited commercially.,Terrestrial,"<p>Despite its general scarcity, the species is not subject to any targeted conservation action and does not appear on any national Red Lists or Red Data Books.</p>  <p>Further research is required into the population size, biology, habitat, ecological requirements, to establish the current status of the species throughout its range, and to identify the existing threats. </p>  It is not known if it occurs in protected areas.",Palearctic,,false,false,Global & Europe
21461870,19199272,Data Deficient,,2014,2013-11-22 00:00:00 UTC,3.1,English,"<p>The species is a brood parasite of other bees, nothing is known of the host or the habitat.</p>",Populations are small but there is no information available on the population trend of this species.,Unknown,"<p>This species is a European endemic. It is found in south-western Europe, but with populations also in Italy (Stoch 2003) and Croatia (M. Schwarz pers. comm. 2014). The extent of occurrence (EOO) is 1,334,596 km<sup>2</sup> and the area of occupancy (AOO) is 124 km<sup>2</sup>.<br/></p>",This species is not traded or exploited commercially.,Terrestrial,"<p>Despite its general scarcity, the species is not subject to any targeted conservation action and does not appear on any national Red Lists or Red Data Books. Further research is needed into the population size and trend, habitat, ecological requirements and threats. It is not known if it occurs in protected areas.</p>",Palearctic,,false,false,Global & Europe
21461998,19198772,Data Deficient,,2014,2013-11-22 00:00:00 UTC,3.1,English,"<p>The species is a brood parasite of other bees, nothing is known of the host or the habitat.</p>",Populations are small but there is no information available on the population trend of this species.,Unknown,"<p>The species was thought to be endemic to Cyprus where it has been found at a number of localities&#160;(M. Schwarz pers. comm. 2014),&#160;but is has also recently been found at Lesvos, Greece (Grace 2010). The extent of occurrence (EOO) is 39,074 km<sup>2</sup> and the area of occupancy (AOO) is 28 km<sup>2</sup>.</p>",This species is not traded or exploited commercially.,Terrestrial,"<p>Despite its scarcity, the species is not subject to any targeted conservation action and is not listed on any National Red Lists or Red Data Books. It is not known if it occurs in protected areas.</p>  <p>Further research is required into the distribution, population size and trend, habitat, ecological requirements and threats to the species.</p>",Palearctic,,false,false,Global & Europe
21462010,19199024,Data Deficient,,2014,2013-11-22 00:00:00 UTC,3.1,English,"<p>The species is a brood parasite of other bees, nothing is known of the host or the habitat.</p>",The species is very rare and populations are very small but there is no information available on the population trend of this species.,Unknown,"<p>This species is endemic to the Iberian Peninsula, and it has been found in central Spain and in central-east Portugal (M. Schwarz pers. comm. 2014). The species is only known from two specimens from two localities (one in Spain and one in Portugal).</p>",This species is not traded or exploited commercially.,Terrestrial,"<p>Despite its general scarcity, the species is not subject to any targeted conservation action and is not listed in any national Red Lists or Red Data Books. It is not known if it occurs in protected areas.</p>  <p>Further research is required into the population size and trend, habitat, ecological requirements and threats. </p>",Palearctic,,false,false,Global & Europe
21462082,19198970,Least Concern,,2014,2013-11-22 00:00:00 UTC,3.1,English,"<p><em>Nomada melathoracica</em> is a brood parasite of other bees, and its hosts are probably <em>Andrena agilissima</em> (Westrich 1998) and&#160;<em>Andrena pilipes</em> (Petit 1975).The species is univoltine (it has one generation per year).</p>  <p>The species inhabits dry open grassland, rich flowering verges, olive grooves and rich flowering grasslands (J. Smit pers. obs. 2013).</p>","<p>In southern Europe the species can be locally abundant (J. Smit pers. obs. 2013), and overall, the populations seem to be stable.</p>",Stable,"<p>The species is a European endemic. It occurs in south-west Europe (M. Schwarz pers. comm. 2014, J. Smit pers. obs. 2014), western Europe until the south of the Netherlands (E. Dufrêne, P. Rasmont and J. Smit pers. comm. 2014), and in central Europe until Hungary (Amiet <em>et al. </em>2007, Schwarz <em>et al. </em>1996, Jozan 2011).&#160;The extent of occurrence (EOO) is 2,117,452 km<sup>2</sup> and the area of occupancy (AOO) is 380 km<sup>2</sup>.&#160;</p>",This species is not traded or exploited commercially.,Terrestrial,"<p>This species is included in the National Red Lists or Red Data Books of the following two European countries: Switzerland (Endangered;&#160;Amiet 1994) and Germany (Endangered;&#160;Westrich&#160;<span style=""font-style: italic;"">et al.</span>&#160;2011).&#160;</p>  <p>It occurs at least in one protected area (e.g., in the Netherlands: Curfs groeve).</p>",Palearctic,,false,false,Global & Europe
21462202,19198703,Data Deficient,,2014,2013-11-22 00:00:00 UTC,3.1,English,"<p>The species is a brood parasite of other bees, nothing is known of the host or the habitat.</p>  The species is univoltine (it has one generation per year).",Populations are very small but there is no information available on the population trend of this species.,Unknown,"<p>The species is&#160;possibly endemic to Europe, it occurs in south east Europe; in Cyprus and in the eastern part of mainland Greece (M. Schwarz pers. comm. 2014).&#160;The extent of occurrence (EOO) is 23,504 km<sup>2</sup> and the area of occupancy (AOO) is 16 km<sup>2</sup>.</p>",This species is not traded or exploited commercially.,Terrestrial,"<p>Despite its general scarcity, the species is not subject to any targeted conservation action and is not listed on any national Red Lists or Red Data Book. It is not known if it occurs in protected areas.</p>  <p>Further research is needed into the population size and trend, habitat, ecological requirements and threats. </p>",Palearctic,,false,false,Global & Europe
